addr,name,owner,score,online,gps,sync,rewards_total,rewards_today,rewards_yesterday,rewards_24h,rewards_48h,rewards_7d,rewards_7d_prior,rewards_30d,rewards_30d_prior,rewards_90d,rewards_90d_prior,rewards_365d,rewards_365d_prior
112e5PkJKNP2A6BPknZUaBNshq8A3egLPUQFZ8wVQF8wiRJqU1ZQ,able-cobalt-troll,135Z69iohre1geXegCrXpNrtQ4Yd7qjdEh1pSHm46v7mhA7gBye,0.0,online,-,99%,124978189042,360230758,2813910063,3174140821,5649678887,10330625694,9704966181,50762254336,56957556709,124978189042,0,124978189042,0
112QgESiC6nsyTGLhJTHXTHDs8cCs9vKGpJHzrMddNMYFWRBWspP,able-jetblack-sheep,13BXVfHSN425qBXZREjSmMJmjFXrpHQmNWhQavQ7YYjJrq7dk6j,0.0,online,-,99%,14030824197,132065463,927370627,1059436090,1969940531,3541706261,2641692206,13971276049,0,14030824197,0,14030824197,0
11XVUDHS7vbMo5hfZszqWGKiu78ydCxN84DAjW8UqM8zN3vpwPE,able-tortilla-dalmatian,14jF6o775mdvRTiqeCfF8pgQ9imgEGiJYfb2wYCDUA3DD9a471f,0.0,online,-,99%,428542366653,116843035,1088822232,1205665267,2545290421,4160497759,368714718083,377662019410,1749005118,399194047345,29068985126,428542366653,0
112bfq1Wjf9uQQAbgqpR25DYUveJHPmtur6DZoicRsMn6gHHUBD2,abundant-amethyst-condor,14F58GHtFg9U4QTHudEj6Cdi9Fs1apGYEzaZqfoiu5oDgdEG4rr,0.0,online,-,99%,549709422,4020653,8982218,13002871,48383710,103757178,70207321,510450936,39258486,549709422,0,549709422,0
11yr4XAEUcbACLtLe4DaL2FAQ6h1UTjzMZscBEdZcNVqzsnUmvZ,abundant-pine-boar,14ZvqzyLuqRkZPEzhzT8tQ8Qgk91ErdhFt8eYA4vDmv4oZbgf3u,0.0,online,-,99%,191092428046,22095095,1196342502,1218437597,1493873157,3241840553,9129913460,23407657334,27004497343,84936398037,104981892551,191092428046,0
11KrvjLPhqJU27CSZvSHC32mTf1B6KvwTjSWKPYjpDsRGeVaNVM,abundant-sangria-peacock,13BXVfHSN425qBXZREjSmMJmjFXrpHQmNWhQavQ7YYjJrq7dk6j,0.0,online,-,99%,159173447714,194901102,4686708921,4881610023,5946001945,11653242472,7730147811,43301326899,70466367844,139590304145,19583143569,159173447714,0
112uQWZKZSJQpNjv7kRgjADVBKNq9uqaMeCDTyGfbRDBUSuJKuQR,abundant-slate-loris,13cxvd8mFDbyQVpLN2Dmk7r8cCRprbywUaw5XQ1e6uRviuTweVg,0.0,online,-,99%,310663023355,95976601,765132290,861108891,882313218,7165087608,1349774119,13538895128,20277183881,53555706578,140025116557,310663023355,0
11AQpaKhBcii5867S5BqgacGgjfUTRmQsfw8nHtezXpmXopRu1c,acidic-amethyst-deer,14F58GHtFg9U4QTHudEj6Cdi9Fs1apGYEzaZqfoiu5oDgdEG4rr,0.0,online,-,99%,199383063892,6548111,44719631,51267742,51267742,156015260,198166644734,198632014893,594999921,199383063892,0,199383063892,0
1122wGUjERCxS7GDVhxKc4Hx3tGyiZnKefFU8kXkniSfr3JrTSML,acidic-paisley-gecko,13CVyPNr8HxZUZ8yDeu5UjbhJrH7tLXCzK8doNy28JzEtw8M6aS,0.0,online,-,99%,151197042996,176599578,699382279,875981857,1592562526,4539347018,3374506431,15377041332,29791393744,79742739967,70157570571,151197042996,0
11HmjYUH96RYDS5WUx6FEuYLAgshLTuq2ugKD3DiZTwTerjeXSX,acrobatic-beige-starfish,14jF6o775mdvRTiqeCfF8pgQ9imgEGiJYfb2wYCDUA3DD9a471f,0.0,online,-,99%,79715637857,280491034,623962719,904453753,910611725,2673160712,210759385,3479162858,1352745280,11071274856,68583203351,79715637857,0
11V5bdRTEQme32nEwd5cikECTdPQwjrENHMBw1QFrYFXZt7D6U5,acrobatic-concrete-gazelle,13PKnk2ufbKgYaNf8vPK5gaQbZv7D83JB5vDhFb64tKb8zFbHEm,0.0,online,-,99%,251967187783,0,510605681,510605681,3687258149,7231032821,202940380523,221010204002,5730784761,237953811938,13990977148,251967187783,0
11janLrRfb56LJjy1UEKmeGHsQJLY9pj619T9x4asbpfiDYMhkw,acrobatic-pine-bee,13YSRn73SqqTpwk8aar6wtWY6DmHashNDf1RG3omMHRHnqugn6G,0.0,online,-,99%,30505458878,196611195,1845682741,2030036518,2102950745,5479306431,6787008768,28500478437,1492050395,30505458878,0,30505458878,0
11ZN73EuS5gCVDTqs9XdyFKvKVp3mfn1ezG2V6G8xb4yAqnwUZC,acrobatic-rusty-anteater,14aRw5QQefHqDGFmEaicx6w4LNNdVS6r5ePeimtJxMJ5eVcbqn5,0.0,online,-,99%,100665158548,44642962,584200405,628843367,628843367,1945094324,1832702917,7314119018,9593384425,28845297227,25704519884,100665158548,0
113o48wXC3mYaF91MUZhkpfaWxW4M7Mee3ekqX2f2qo66phB4KA,acrobatic-steel-zebra,13hZcW2J69JUK6vodvzR7PhA5BKNAgEUsi466WBbTw2EhAqVxej,0.0,online,-,99%,14128677343,13591119,43056081,24597888,94545682,210005116,4076308123,4503876293,594869751,5857018638,5093832431,14128677343,0
11WFTY9ebAG9hzgiTHCXViBnsS6PtRa4kvZ33UMQNNNouMXC6LL,active-cerulean-chipmunk,14jF6o775mdvRTiqeCfF8pgQ9imgEGiJYfb2wYCDUA3DD9a471f,0.0,online,-,99%,300925888372,6548111,27189038,33737149,43081631,112563425,198022093867,198140571595,470939359,202912105204,97960031147,300925888372,0
11239RLayYxpWyE7ikgSmExq32zKCLZRmAdxqzBrfkQMcpax8W2R,active-cinnamon-llama,13ZXWXRSKoaoiR9LwsgKXd2xcR46XPT7QaTenKbpKM1MuF7VzQu,0.0,online,-,99%,310229700787,253629917,1427449918,1681079835,1681079835,5137544527,6859316459,25880528717,28496535641,95442859156,86162049074,310229700787,0
11gzUvbAgwN72Sc6ARTQrZU6Y3f7q9cuAXyrAftoqcgAqzvVuCj,active-ebony-tortoise,13BdaEWN5ToiMbZtFEE9HQxTtD1XYxqvGSUcDR19cE61skiJth7,0.0,online,-,99%,171587231680,182102410,1664393710,1846496120,1846496120,3911031677,5315299573,25163830396,40252627764,120269886139,49516962288,171587231680,0
112SrDyBReLgLqELeT7Hv5YitrPSXs6nLYKmCxUW9C5wWRJCG23f,active-garnet-pangolin,14F58GHtFg9U4QTHudEj6Cdi9Fs1apGYEzaZqfoiu5oDgdEG4rr,0.0,online,-,99%,15486389545,19819362,406498883,426318245,529693653,1543357092,2027739821,12659158029,2519476137,15486389545,0,15486389545,0
11923fkdTY5yVnVtY9zi63bhPSquafQ9qWH4cBGEckbGyiknSjv,active-olive-camel,13xFsGNpMGpcgvPQAnTFDaRgEFjfgMGRdzYuW8L8uqPDnTPRw5g,0.0,online,-,99%,113299328557,84368458,2073209765,1141188285,2919710300,6530750449,6863852940,23167896849,3232079827,29398499265,83878085071,113299328557,0
112DrRBb73AaENPukUqEjARwfNSYqQqg5JFzCKMyRAgm1H2L5rXx,agreeable-cinnamon-dalmatian,131VkRsrWR1tKBYpu5LhCaYzrjaWzX7GK79CQMixzYV6kgLQ1J6,0.0,online,-,99%,343128205077,105694413,1303542599,1409237012,1567503568,5079708248,3505864515,31974934545,44861024460,144054754397,91875740647,343128205077,0
115fvPw3DAmd2ufoonQVU3976FP2f2QUGT3rjqPjmkog3NbVxg3,agreeable-cream-scallop,13BXVfHSN425qBXZREjSmMJmjFXrpHQmNWhQavQ7YYjJrq7dk6j,0.0,online,-,99%,21788401574,46768277,439415040,486183317,1125352063,2860042894,1825600552,13951855215,7335750744,21788401574,0,21788401574,0
11Yghbnif9t22f3bk1aRQAmKMgUpimqaJH8H6kCJQqpQKH57vvH,agreeable-lemon-dragon,14nowrHuKtVR5D99HBqbJuNNnbbQ6xGQzNCG7odVHLAessMV7yX,0.0,online,-,99%,12640048066,127644527,1438827908,1566472435,4535306298,7854058743,4596936646,12640048066,0,12640048066,0,12640048066,0
11cqyLBrGtkYiTuMuPshsTAAsP9veVpN8gQCdn4xQKncjmE1bH9,agreeable-opaque-unicorn,14bGMaDtoCHiX5UDxY7WdT3wZ9tDiWe2BkGCfu65brbcsWE6jHB,0.0,online,-,99%,35678075201,68572548,775534118,844106666,943423041,3255791324,3972776793,18937880893,16306952661,35678075201,0,35678075201,0
112mZZDfR5bWtxrGBYtKBVvryY4AL9LEXiGfNLQeXBApqvvY1Fbs,agreeable-orchid-pony,14iZQ7LFRJXBrsusSvyni6vuoo5Qrhmz2T4oL1JDjBTSAserUad,0.0,online,-,99%,230358550930,78658723,513853254,592511977,814966564,1535687035,980008213,5933440180,6510938814,19246951899,23341129283,114970418454,114708744972
11ozqK7r4eJgQbvo7FsHgrqU5EdHPCpaRf5wY7dDdupnPhornUB,agreeable-pastel-mule,14LZmd2SnBCjV13V4QgT6TTGvSjEtBq1jko6dhxFYQzKJkFoW6G,0.0,online,-,99%,236489417358,109279734,878222559,805424414,1630171337,4785155395,2833495212,14431726580,25637439053,66658827735,64112190573,236489417358,0
112Geqb94zPbqUcrycEZJoXLVwZ6HgatYsfUU8cJ6ryqgpVAdSBk,agreeable-seaweed-mantaray,148f6FrFVro4Yoc9FBoWRPVrEMusDGWZew2zgeSWBybK2CHmNKW,0.0,online,-,99%,79810624075,81110263,505566550,586676813,1887809487,6062519527,7402722220,39334233453,28860680106,79810624075,0,79810624075,0
11owsJ953YdSYCk7QqZcNepj93pgYKASp9AEhiVEqfaPBTYB8hj,agreeable-teal-mantis,14TpCH7CtiqeRLUgFPVSkkgMEQVXxZMfdMwg4SjMsQ1AcCwutrq,0.0,online,-,99%,52777802703,4346833,548400425,552747258,552747258,1901477286,2543403493,9629886546,2829910979,27287107237,25443718480,52777802703,0
11661erJUywUr27ntvqqSs24zS4ysXX6UGyQBbMfNt6vyd2gxmU,alert-carrot-python,134KTPxXB8Wb3pbzD1MDhYaZNLwWvFcyaab2BZaBDykDQA5i6wE,0.0,online,-,99%,354678734958,91594584,744834173,292570103,867773681,2167113736,2693515358,16584691406,33272395157,90941354270,110609338574,354678734958,0
112ufwcsrXkn9kUAXuFrFHFNSyWD7RygAVQhFmhZnTu2BFD6df6M,alert-mandarin-carp,14F58GHtFg9U4QTHudEj6Cdi9Fs1apGYEzaZqfoiu5oDgdEG4rr,0.0,online,-,99%,3584024564,6548111,198250064,152702889,215083933,1145527308,860499758,3301684272,198638362,3584024564,0,3584024564,0
112SRqPUdJgAMgiGYCGxGNknaS8S2FANnRugAzwqzbukXfUmb4VA,alert-marigold-zebra,13LUnvtRMLxEsSf1qDUy8TsVjWmx7m3e3e75yqif9jmNw2UvZQC,0.0,online,-,99%,910646412,4649691,67016609,71666300,374152110,588373148,246173537,910646412,0,910646412,0,910646412,0
11eWLsEQjEhHJjhDPiTYvqm7eCTVy1YQ7SepfEUJZQbUaUD2Yyo,alert-scarlet-gerbil,13KKpq6LHbUvMqe59zMEuXrtMZu9HpV6cWoBKNq3yEajyk4pUAv,0.0,online,-,99%,11332965993,75720289,688912610,764632899,864219790,9434524934,1375279113,11314625985,18340008,11332965993,0,11332965993,0
112UTNjGHKEdrNYsAcvrMT1kMz3VsbUD5fZqL9DRGjneGwVcwvWN,amateur-chartreuse-scallop,13cxvd8mFDbyQVpLN2Dmk7r8cCRprbywUaw5XQ1e6uRviuTweVg,0.0,online,-,99%,176624693002,134794920,557659087,692454007,1355819921,2922506399,3960606817,28353620310,16809522803,64758183286,61262927443,176624693002,0
112cMU3bWYnxBs2osC14tggYGZfP9YKgaQqtHsY3iE13XCD4BFhB,amateur-midnight-baboon,132poAo3WSAewzumJwCS4AGNKR5wHygPiCAC2EJbffbpFDdd5QN,0.0,online,-,99%,74565871429,21480318,1011928100,1033408418,1033408418,1847069000,1583408942,11354939729,13343504731,41069032717,33019155637,74565871429,0
112X9JK1fk8oSNifEj46aoEspktTmScnkYdr92228YYXq7FXPvs3,ambitious-black-crow,13Ka2pN4dSBSV9o6DQVLFCzYRfHqtZszgDvm9kf4fUqnXdbk9fT,0.0,online,-,99%,460253923714,120723877,3005003592,3125727469,3125727469,5587717650,370817488608,390163318881,30272717888,460253923714,0,460253923714,0
112uU5BjYtuvdMyeZ2hswhUvVoSY2y8JjxwcFDXvAn2cv9u9pRp5,ambitious-blood-stallion,13ezztbQkANK6wgaRpSF6q3X9N1YtGohp3Gq7nbjogyphkxUGjt,0.0,online,-,99%,164911175,0,164911175,164911175,164911175,164911175,0,164911175,0,164911175,0,164911175,0
114Bi6cj6auwUBs7oJKmDhvzpcXCjnhrBfFwS816wbs7vbD9jyU,ambitious-blush-moose,13KKpq6LHbUvMqe59zMEuXrtMZu9HpV6cWoBKNq3yEajyk4pUAv,0.0,online,-,99%,74045749501,237528490,1205826089,1443354579,1443354579,4337112584,0,13660777816,38070494686,74045749501,0,74045749501,0
11Jigi9cWedwzgfNzc9CEarsqVJ24nWgjTAGx1HocSDWxrS6RCk,ambitious-burgundy-gecko,148ECVUuCqvEzDNNwhzyKNMehgFp3hXqqQiBH4NRqPG9bcgtULo,0.0,online,-,99%,101267281888,0,147495934,147495934,229150637,736185304,417346365,1250647628,1427055029,6987136818,49160419391,101267281888,0
112KwvowP8b5NHZvWdfQhXkLd7QAUEWd9GuF31u3Uxq9o8XzEUdU,ambitious-charcoal-owl,14cXQXuMrFymRteEsoCtjikEUqUNWkNHAydTAtjp2YHS8YSBrpT,0.0,online,-,99%,34342831926,0,1468214628,1468214628,1468214628,3109414721,5631320218,24650532633,8419957004,34342831926,0,34342831926,0
11LSvxgzkNC7YKw1GHA2YVer5ur6DzJRKGf6zHExst4cMeQUdbt,ambitious-mossy-gibbon,14gERN8iyiNB7ttww3NfeicVYttjjLGuovYvUkPyUDNLFEAW2MR,0.0,online,-,99%,75695597254,90199677,273095088,363294765,553070821,4256476171,2839382377,15434632678,10548407473,45720100772,29176437946,75695597254,0
1121n8ysa261wmDGTcetRoVHEEb2oFrauw7QFbCcjDVkt95UiFXP,amusing-cotton-haddock,14QNoF33uDV5pCgZHzzjSvhMDwefhH9GAiujbXFCbkfGmiTaHCE,0.0,online,-,99%,306251975423,0,684040603,684040603,684040603,2145687078,1615304714,8941802691,10229499148,30289579796,53283405922,306251975423,0
112C3XGJj8ueVDRGdvnUPNEUvnmuW1CjorNz8QE6vySmb1SSDT7Y,amusing-goldenrod-blackbird,12wkpWNRnr6x2k6Z1FdSiUdMr2X6yfU9Ly6TRgPWuRqdc8wKHzR,0.0,online,-,99%,64091383824,239917774,773917067,1013834841,1372844836,3914155484,3185673929,16600959415,24612253794,62155074086,885602685,64091383824,0
11YLt2UY6EN63AayokCmSv4aDiEbMQiXSVnAQA9UWV1c3jFVpyu,ancient-glossy-raven,13VkQW3kTRL2ZLVK1KUQsqFdzfTMaEtfW34SCJ52rWfScNFPgGK,0.0,online,-,99%,26728649682,75720816,2707861529,2783582345,2783582345,7656513795,7569027342,25444011822,1134989501,26728649682,0,26728649682,0
1129pJFKPwbPijda2S5g7jQFbudQjPXo89FiVuGhAfHaxYe2L2Av,ancient-jade-gorilla,13NVHGUnKLSyAng38atyNLsxz8voCHmmvRkzmhjkXUzaENzgNr8,0.0,online,-,99%,43113162626,304774624,1412697361,1717471985,1717471985,5887114957,5775431711,34639661742,7564931753,43113162626,0,43113162626,0
1122WmmpuGqCx3gg4FbUMk7Gw2pniB4TY6MLH54wYBZeSGs5bh6V,ancient-plum-horse,14PsnHUzL694tgGvvodmeG24tRZYWvw67c2v9ZSKHX8w9CmzvX2,0.0,online,-,99%,57956631257,22712028,29479689,52191717,63268824,731941186,727515435,7271417334,6646092067,46981478538,10903302615,57956631257,0
11aNGQ3w33iRj6MRKzvL6wUUzJVHz39437Pbbpw1ag7DJqFM4dp,ancient-rainbow-turkey,14F58GHtFg9U4QTHudEj6Cdi9Fs1apGYEzaZqfoiu5oDgdEG4rr,0.0,online,-,99%,822252740,6168830,93017221,99186051,169978975,240379755,84646927,729799491,83385793,822252740,0,822252740,0
11qdbWfuerYS5ZwbJRMz7wYu4jEP69MrMca3zGNmsuhsy9ARfBh,ancient-scarlet-chimpanzee,14DmtM9yshwhBcycjUDEctUuEaYKPhDMiAEzSYSH6modH5Z3SDz,0.0,online,-,99%,31770719600,122545874,1172487883,1295033757,1295033757,2508736627,3375195378,14512759492,11571095660,31770719600,0,31770719600,0
11EWjVdkc4wuTUPBnkBEXfdyUL1EWFYAHEBV7scCnLync4cws2W,atomic-admiral-toad,13mgPa9mXDqUf98Y8VvJrKtKeWiPqzT8LczD9jqNpZ5ifp1DrC1,0.0,online,-,99%,63673422839,0,905377647,905377647,958007600,3260713251,6600189319,24397808781,17822594285,51945648821,5098885350,63673422839,0
112AkaKF2XznnhLMUQ2vnYw3Mo2g4awpM1dWbnD5SYHsPRujJp8J,atomic-burgundy-hyena,136LZ5N3bs2A9ieEjNZg56uzicvfJJsGjtDWBzNbHYkcxk2dyHJ,0.0,online,-,99%,29085663236,275001401,1199226482,1474227883,2240032776,5845737786,5279858714,19334668780,9263425694,29085663236,0,29085663236,0
11VnSkP2WAN7BkM2egvF7XpCbjgxbVyaCsSQhrmLMTUuhpjV2nB,atomic-grape-wolverine,13KKpq6LHbUvMqe59zMEuXrtMZu9HpV6cWoBKNq3yEajyk4pUAv,0.0,online,-,99%,82710298767,100218606,1426591387,1526809993,1526809993,3420817600,5118486978,22436849356,31363775013,82710298767,0,82710298767,0
112qLjsVgHPCSMiJajJ9v2L3usNsKJmn3FJUvdRcwwWyT4BfhwsA,atomic-lime-squid,13PAdhF62LpjuCKgmpjk11j9uwt5aSMuejV5MgeXLDUok9ce1G7,0.0,online,-,99%,161191479555,336547907,1144691299,1481239206,2921661660,5203915354,6114715784,27564498520,35549547526,100468460277,60099633790,161191479555,0
11k1JzmrVwBHJGZRijEqjQRUnv6TSxBay83uLgy25fqmCUm5VtU,atomic-ocean-carp,131VkRsrWR1tKBYpu5LhCaYzrjaWzX7GK79CQMixzYV6kgLQ1J6,0.0,online,-,99%,80112325609,7642971,532824787,375804842,752003278,2546347054,1649039608,10980901685,12354756566,35441390765,33957536827,80112325609,0
112ZugmNhN3BpBMr4CXnZSAvngv7d53LrfXiK1Gu2Xk5NZfxLU32,attractive-marmalade-wasp,14jF6o775mdvRTiqeCfF8pgQ9imgEGiJYfb2wYCDUA3DD9a471f,0.0,online,-,99%,205408748727,4649691,221326771,225976462,225976462,225976462,0,990120235,36426044715,39799985068,74932599920,205408748727,0
112uCa35ZXVw34LZyozD51gAzUt8WL18qWu1jTfSVzDAQCPitPvv,attractive-ultraviolet-halibut,13sJrLycPPDz1bt1ikLaJiwnjS9KkcafqZL9a1Cz7g44rc7XkJ7,0.0,online,-,99%,89891182404,104750680,1396584029,1501334709,1501334709,4500686999,4299356819,21775587281,31354310167,68093265447,21047615558,89891182404,0
114z6ibWs1YotjPp5vkp2opvA2vbLprXidPxkFzf89YfpARcBQY,attractive-umber-monkey,13kBdW3wqEjvW4XFiMqVnV5ttoJvYAh5Mj7mjKJx6HsMr9ARqBH,0.0,online,-,99%,2880265587,0,10185838,10185838,311829522,972930019,107604633,2477877350,387685493,2880265587,0,2880265587,0
11uoe1BSQPQh2qE2ndBquMLD6Zyh9ULvnufQPgeZPRkiUNxiRiQ,bald-bronze-pelican,14rMRHVwu7qyjTNCPziANYYonUQ4YgSxd6z4h1BJ8xSDbJXjRkU,0.0,online,-,99%,1177124597,4649691,388132077,392781768,392781768,786696751,286302827,1177124597,0,1177124597,0,1177124597,0
11CkqrqENuCHqLSfrn4JkSezwyRxUVrNBrJ79sfRVRzGQQpBUww,bald-navy-fly,131VkRsrWR1tKBYpu5LhCaYzrjaWzX7GK79CQMixzYV6kgLQ1J6,0.0,online,-,99%,87192783449,45937546,1641026825,1686964371,2536303389,5437626235,6707781470,32145568158,39606222736,84902606151,2274001675,87192783449,0
1129sqHyky8iseChYoNxrDKob3dirUyYazWGWjQxRb8NhXMzREFu,bald-turquoise-reindeer,13awFoFB53PchPrKEzfxf824ZV9qmKjxzWZ3eKqzjQEAa6zRF3E,0.0,online,-,99%,195549607871,288614385,1118730998,1407345383,1407345383,3534955481,6248703038,27659453812,40602262065,103494582580,91727912269,195549607871,0
11xeSY9ErdmLt1ddKSgybwusak64VX7bW7jEQ2mcuisYJuCXTJ9,bald-wooden-goose,132poAo3WSAewzumJwCS4AGNKR5wHygPiCAC2EJbffbpFDdd5QN,0.0,online,-,99%,448768913509,116802703,1298571820,1415374523,1415374523,3465558539,367345566560,380055473298,14089877363,408761561121,39641775474,448768913509,0
112Gde6jv1nAivyTbHV5npQ6nRWNkJBxVVzgQscwW8hGERUFKmpq,bald-wool-dolphin,14frFVz2xZGKfzNcWLjrDnQgiRMfYa7UPtkYPE6sTbQP1G82FQW,0.0,online,-,99%,11393763077,105509056,450381134,555890190,601216761,1979216519,1299802024,7261370443,3825940538,11393763077,0,11393763077,0
11ogcmt1fjM9Zc75nv1q65YgMeLz2Cb1Ln9Y3sVpgLjy9UYsPU2,basic-daffodil-swallow,139Ujxfu37R6gWRhcVbwaRNiTyof1R9ZeuGyyBFaHzR3P4iNBTD,0.0,online,-,13%,0,0,0,0,0,0,0,0,0,0,0,0,0
112LMcoqBa8Qbx4occMmetiNScje4FzjXJU3PzNi3EwpsL9NVWPo,basic-fossilized-sawfish,14F58GHtFg9U4QTHudEj6Cdi9Fs1apGYEzaZqfoiu5oDgdEG4rr,0.0,online,-,99%,539373516,0,30136010,30136010,38825231,140659610,136825051,539373516,0,539373516,0,539373516,0
112bQT2WSVABjpwgeWYKp9M2wS6VtheJSjLzn2fE9YJygur5o6Wi,basic-hemp-shetland,14WRNcsLMj7zZKCd5ZFKpWPPk4avzrCn9VztTNMieWnTqSuboRb,0.0,online,-,99%,32586148510,76,106084312,106084388,307029434,1206986310,311675498,3260195612,533553894,4088346408,6525927664,32586148510,0
11hraq2a3WFtbR8ubdedBCF6Ea7HYTr5moWCNgYFvvJEkZskaD2,basic-sangria-pigeon,13UPJBm6prXuvgko5HwL8My5Z965VEgPKhJbXe6b5mT61bnLTte,0.0,online,-,99%,339514664256,101425877,715505974,816931851,1302578852,2617383068,3091155526,19637943125,40685605426,136744877543,199378185658,339514664256,0
112qGL9mVK2s43Rt7RoBTJMCgMg8TMSzeWR9jC6uWwpSDN8AMS8n,basic-silver-cyborg,13ZfhAt5euofEGNNtWz9wiayKKiupQ2Bbp2tWyyhnEqMiLeXJm3,0.0,online,-,99%,21675933088,34695894,904430352,939126246,939126246,2005309966,3487994534,12790304619,8626755826,21675933088,0,21675933088,0
11F8jDsNio5j4StrC3PgysuFUyoHbEUAJQno3nNfrEJqkVRMtBW,basic-velvet-mockingbird,13NVHGUnKLSyAng38atyNLsxz8voCHmmvRkzmhjkXUzaENzgNr8,0.0,online,-,99%,59181057570,32271475,4519171784,4551443259,6420521284,12554351113,7427805057,41897250283,15702282209,59181057570,0,59181057570,0
112jktu6nPEHjovRpoAbJr5eTyaP1wBArSzdUF8bQyKgiZR7HbTu,beautiful-coconut-hyena,14Kr1J64L2BZHRc2Ncvginn5BvrAmnUYuoFwf7Ywe6WnTLtPugM,0.0,online,-,99%,1008010727701,0,0,0,0,0,143487635,750403560,0,5325525378,82303130711,635548103675,372462624026
11gCU7bARAfLpFoUQNtKc3bvsQTHCKDh9RkbRkynoU8UwxtB92y,beautiful-daffodil-antelope,14fyR5oDPAM6ysibU5pXGuNDJLAgWdEgx7ppQsDteC6Hv7X8JfJ,0.0,online,-,99%,3696594895,82184852,72201364,154386216,427290579,651731488,703041136,3040030670,464018044,3696594895,0,3696594895,0
11Wx3mtBt5FUb4fimCvfkxckEz4J44SGs2bmtzeodUtcUZfMR2Q,beautiful-lemonade-finch,14F58GHtFg9U4QTHudEj6Cdi9Fs1apGYEzaZqfoiu5oDgdEG4rr,0.0,online,-,99%,8680365912,0,388750278,388750278,552731206,1029354795,1369207482,8603438960,57667261,8680365912,0,8680365912,0
11Ay7JSQCbcyVV8GV5iCxTXy3zKVkFnRQb2k1RCfEaiwkLZrXzN,beautiful-silver-ferret,13Ka2pN4dSBSV9o6DQVLFCzYRfHqtZszgDvm9kf4fUqnXdbk9fT,0.0,online,-,99%,1382405036,0,25513615,25513615,35891851,102079756,84248572,521061165,691742594,1382405036,0,1382405036,0
1128D9Fz1jPnm64wVYotR7KENt8Ygs95eZWPu7SGuKBYUXfL6eZ9,beautiful-violet-capybara,14Dt7Vwob68sSAWxJcmhXHzwtCvrMRLKpFpw8Wc7zL4D764ZseP,0.0,online,-,99%,1734386760,325056370,1409330390,1734386760,1734386760,1734386760,0,1734386760,0,1734386760,0,1734386760,0
11hmjpNwaNBXoVByNYi1xpWWUwKC2ysmr7PhtJ8JUZwusBxo2Jn,beautiful-zinc-chipmunk,13AjJif3s1kS9Uug8dBZtB8QdB2LngAerzGqc8bqaDDxcUcmSCC,0.0,online,-,99%,47560419515,5949303,53446916,21002501,59396219,116774259,106757447,729794102,786398801,4994829146,42521852168,47560419515,0
11nK3T5YbZBasZLhinDkTfjPJckqwKdHLBsKBYtHmDSjfsgvM3S,bent-blue-cheetah,13cxvd8mFDbyQVpLN2Dmk7r8cCRprbywUaw5XQ1e6uRviuTweVg,0.0,online,-,99%,180976286209,53616410,1054339583,296765372,1107955993,3331389143,2579837729,13142372374,14103707679,44006990744,82886997201,180976286209,0
11JugyU2cBogVr8u2mLomn7KvnKt9vFZVdgQehw5wWaLvnYC5bq,bent-frost-liger,13mSU268cyh8y3zqteLrL5Y8kuGrrc2zQnnYhwPM6Ce6G6mN4L8,0.0,online,-,99%,58417934497,475464592,1207824173,1683288765,3223890185,6828559502,6194775428,31554008734,26058442792,58417934497,0,58417934497,0
112A26NCWJLBrwnD4pgRKjqhLtaumvQJDUFxkeaGg5xQdKXooCyV,bent-sepia-yeti,14frFVz2xZGKfzNcWLjrDnQgiRMfYa7UPtkYPE6sTbQP1G82FQW,0.0,online,-,99%,23557909061,124588476,288326560,412915036,792391073,1820048783,1632936578,18574456022,4737941835,23557909061,0,23557909061,0
112aRTvViwbNRE4RZwTY19f369uiDzKdKqWqTN2PxnbeosHME6uj,best-cornflower-grasshopper,14F58GHtFg9U4QTHudEj6Cdi9Fs1apGYEzaZqfoiu5oDgdEG4rr,0.0,online,-,99%,27109928146,47549415,1517170571,1564719986,1564719986,3682333163,3515821995,22702257613,3696050952,27109928146,0,27109928146,0
112C36gGScw3gdD1cJtzKkSc2U6JFapUM1CMHx1u1bVazgzHpfy5,best-glass-chimpanzee,143kE5LpVaQa6YaAbiQoJJkaAoUGFh6Nec1D673929AoAWAFspx,0.0,online,-,99%,32953350801,165207917,1015461546,1180669463,1555941270,4215064806,4875245447,24890093650,7423584313,32953350801,0,32953350801,0
117j7dqVJELZUF4p8egzGU9CWd651XeHxL54H7Q7kWNk1cv44Dg,best-grape-carp,14jF6o775mdvRTiqeCfF8pgQ9imgEGiJYfb2wYCDUA3DD9a471f,0.0,online,-,99%,176953863018,82365387,543797648,626163035,2198086992,5479960118,6112906657,30962791513,45847017833,85519330854,91380698704,176953863018,0
11ZXsdAjWgUpkwU8KP5xTRRyZmYukgSK71BHuhA18bvdT83RCw3,best-jade-marmot,13ia24rFJzByWq6t7PFUV9GMKpvN95D2niuMBqpSrjquzVQR8ub,0.0,online,-,99%,122757160877,59959245,348225828,408185073,568371197,1968544893,5004859598,20832970789,30984008887,76976332810,44633546055,122757160877,0
112pWwLrrtNCuvyB9dsW16WWpeQzBz1pqvPyvk6tw9TKiupXopx1,best-ocean-cobra,14UeWo6nKvR85S8VkYaXLi4WVHLM5gQXYnSq4i4oAqqReX2RQkq,0.0,online,-,99%,140165499551,122925155,2404894145,2527819300,3685264991,7904349000,10448424577,43367570943,44661990624,138666739741,1455529795,140165499551,0
