addr,name,owner,score,online,gps,sync,rewards_total,rewards_today,rewards_yesterday,rewards_24h,rewards_48h,rewards_7d,rewards_7d_prior,rewards_30d,rewards_30d_prior,rewards_90d,rewards_90d_prior,rewards_365d,rewards_365d_prior
112mMA21wLvsHHUU5tuHVE22PXHaFLZc7Wcrgpd2dMMBmELnK6jJ,delightful-plastic-pangolin,13WXzytiu63cKSPZNQYbKpZdWPrh97JJuRSNUbJNW4zVrubWfVh,0.0,online,-,99%,26208241267,354155045,625581466,979736511,979736511,1903612418,3473473653,14358190640,11328864661,26208241267,0,26208241267,0
11nq9xR3LAryUAnkE1QMKBuvqYfjJ6kZFhFV57sS2U2ngJsQpQs,delightful-sable-mantis,13NVHGUnKLSyAng38atyNLsxz8voCHmmvRkzmhjkXUzaENzgNr8,0.0,online,-,99%,13141147831,0,462956521,462956521,462956521,462956521,0,3272549214,4839572749,13141147831,0,13141147831,0
112LLdG6SKSajUm5SsRUAx8UpHSiuQKdEzKFoPvySEuQyj1i8ffC,digital-iris-robin,13Ka2pN4dSBSV9o6DQVLFCzYRfHqtZszgDvm9kf4fUqnXdbk9fT,0.0,online,-,99%,7078296700,0,13543552,13543552,52772173,122400172,112241283,502017274,656183536,7069739908,0,7078296700,0
112FthD7HFHsnst9zeAFCEVm5aVoZ42BF4JAjvQKR15YjtnkcmyD,digital-purple-chimpanzee,131VkRsrWR1tKBYpu5LhCaYzrjaWzX7GK79CQMixzYV6kgLQ1J6,0.0,online,-,99%,89047161705,613316137,1831012095,2444328232,4007980475,12764802252,1330921272,32766217125,36759990542,89047161705,0,89047161705,0
112kyAN5qD5XdYMNCfPtdzSwcxQ3T98gHzsyCPHMnYao89Fup91i,digital-ruby-puppy,14hEhuhTY153nZtwTnJtdTFkpjocqP6WeUaGwDE2wx1wtU9euyf,0.0,online,-,99%,405508864112,4346833,1231101901,418097102,1235448734,4771869904,3638918190,23269012766,45479956847,98351154001,122702095103,405508864112,0
112b9HeFHHnbe6iuGMGbGmCimgqQs7FXuuEtoHM26QDfb4WVxgHx,dizzy-pink-leopard,13xp9H6JHUBMifPMkbbFFhMtrwZb7jhhcm96pwBckuNPACRhjK3,0.0,online,-,99%,190052633560,18754985,596926829,615681814,826307344,2222851504,1209470069,8346549711,10940957727,39429792258,18772407587,190052633560,0
112CqrGTBipoTdthtEyxYex2LE7fdMDUedMXYt6HyoNcXy2ymsLF,dizzy-quartz-barracuda,13qFDvtVQ9EykXtUaSfvXCMLa8MFTSzWvTijTjSpScrrUZzQAXZ,0.0,online,-,99%,48545229235,81996748,550544950,632541698,1160853601,2949999840,2277058325,13042924107,13551532129,31174509438,14235659214,48545229235,0
112mYH4Xah9bJ1mjioXrbibELeWcLUX7gS1PimFFzhiceGh6ZpqS,docile-honeysuckle-ferret,132poAo3WSAewzumJwCS4AGNKR5wHygPiCAC2EJbffbpFDdd5QN,0.0,online,-,99%,228026062984,189218105,2060778570,2249996675,3934971997,7001873843,5292329746,35369103744,52521658559,144122280922,81806938997,228026062984,0
11KTjqmuyT4ZKh6NBf8d4xZJ5Hatu1inLZ1fc8uHdBDNT4n686i,docile-latte-tardigrade,14gERN8iyiNB7ttww3NfeicVYttjjLGuovYvUkPyUDNLFEAW2MR,0.0,online,-,99%,206870133395,182431505,3547787838,3730219343,3730219343,9251178454,7115564123,42350173381,49332403991,165417919665,41452213730,206870133395,0
112b19EFPzFk6ikZwuSWQikYJ6s1jZpnZfaH6LjErCC6wBoCPbZA,docile-lemonade-puma,13BdaEWN5ToiMbZtFEE9HQxTtD1XYxqvGSUcDR19cE61skiJth7,0.0,online,-,99%,353123306904,340123513,1947220932,2287344445,3783638238,6044855363,6140444794,27666612347,48443943165,147944555328,202166529368,353123306904,0
119zVGFBM53t8RYMrL7c92D86CaZguuyt8WFcjgBhDhZ7n4ACnp,droll-mauve-opossum,13LUnvtRMLxEsSf1qDUy8TsVjWmx7m3e3e75yqif9jmNw2UvZQC,0.0,online,-,99%,137238593,0,0,0,23946590,82948562,0,137238593,0,137238593,0,137238593,0
11JVW2paKnsZYQVgo9nczT96wo6LM326uiyhXmJDpCPifEFbsyM,droll-pearl-shark,14F58GHtFg9U4QTHudEj6Cdi9Fs1apGYEzaZqfoiu5oDgdEG4rr,0.0,online,-,99%,37906589708,193689316,1726862722,1898456778,3020516636,7147309344,4679791441,32265537768,3797753060,37906589708,0,37906589708,0
116fpCpQrWh7XfvR8pr5xFeC2Kd8uzjn5kKgpgkhqrnaFCkUhHa,droll-rouge-fox,14jF6o775mdvRTiqeCfF8pgQ9imgEGiJYfb2wYCDUA3DD9a471f,0.0,online,-,99%,217297147576,238489224,1579304355,1817793579,4451044710,6122992910,5505634340,36479764058,47518640526,119742345560,96013719357,217297147576,0
1128krMHseNA4Gs546wAhBM25eWcwNoaSGdwTm2t9dopvu9Cjk8G,droll-sable-tiger,14e8hB1jqxfb4Pm5Jp6hGAvkfPrXcStwVsrhTQFrtv168oSb7xc,0.0,online,-,99%,63033827234,0,773086234,773086234,773086234,2896925797,2541493952,13065630002,20550388596,63033827234,0,63033827234,0
112eB6xfaoeoeT6C6kLQfU1MqJ46SvzouV3a3jMxm5FXbBeypiqY,dry-candy-lobster,13AjJif3s1kS9Uug8dBZtB8QdB2LngAerzGqc8bqaDDxcUcmSCC,0.0,online,-,99%,48387417975,94494940,703709773,798204713,798204713,2425854916,1754001810,12176110709,346450904,15908139838,32279270538,48387417975,0
112r1dwMAH3nBt3EPGcLaHHUyGm927qX9HAiiANh1BXKz8GJs2t1,dry-coffee-ladybug,13MuAuVgaYsAnqL8yfJPXHfjFXRJxxBb7CZsPWFHAqhc5QTgRwi,0.0,online,-,99%,31642503284,324141061,1908785770,2232926831,4068394005,9241198753,7002116449,29922546557,1557079066,31642503284,0,31642503284,0
112qupChNrC4UVv5dHztTrtp6UWH6ooa9WQCbmXFuLxDHow82CY3,dry-zinc-orca,14KNo4KQ6XgXMko4bxqLcc8J3Zp789ZAYUpiL3TvcdjHPDituRe,0.0,online,-,99%,76928797656,58387409,2449018921,2507406330,2507406330,4371606964,3912954777,17246387991,31443468771,53006866261,23906919753,76928797656,0
112SouZ5Z1zKDEjaegMaTuqsjWkpcfQ2eyBNKjYcyNsYYsYkFsp7,eager-cloth-giraffe,14mjcTiEcvdjG7NebeeSAwGC18HjNSng7xB132KYYsLNxxqoCQS,0.0,online,-,99%,121244505515,56703208,783345884,840049092,1209133553,3513875626,3498671123,18119457691,26756517708,56153556818,65037386609,121244505515,0
11tVDLKvWF5iU1eFmgcDF3rPvHbfxu1zJTfG1tMp4TU8xbpWCj7,eager-grape-ladybug,132cxNBL8gKcxB4SpPbxr7B2y61jRNz5nMpmLntyQMDT273KxGw,0.0,online,-,98%,83065934556,0,0,0,0,0,70739087,405562305,839458307,3050937148,34578003854,83065934556,0
11XxRWnpmCm3R24FLMgDTumyiCWRvzDLrVKNN7m63zqhiUsfUTM,eager-taupe-cricket,13oS2fQS42eBY2uDpTACCXxbPSfsk5rfNani6kNZpetRgvY8DbR,0.0,online,-,99%,424189932865,80031862,935641710,761467684,4271906257,4629501011,4468692347,24162709509,44992908698,125979345813,165852209315,424189932865,0
112cKY14DadfZjt5xRXZXrhjNEztjoCBbwZJ6eVaVFpb6cseJGt9,eager-topaz-barracuda,13rEk5Ey74ze6SWnR2VywAqqB3kyEF2AmmpUm8tA1zuYDwwnSXf,0.0,online,-,99%,9206656950,37178528,407186860,444365388,853054216,1263662599,538590676,3425149403,5602227506,9206656950,0,9206656950,0
11dvqp9gmgJJ7nEfcb6zKhnbYj3fREGKCKjmvRxVr441t3eRq77,early-admiral-rooster,13NVHGUnKLSyAng38atyNLsxz8voCHmmvRkzmhjkXUzaENzgNr8,0.0,online,-,99%,42168702840,134557672,1281642866,1416200538,1416200538,8183055348,7445935940,31262195208,10411256157,42168702840,0,42168702840,0
112m7eUz8hLt4eN7yq8UtqQ4nY2W6XaWjRUmCSPW5EeLS5GVNf3x,early-cinnamon-huskie,13ZXWXRSKoaoiR9LwsgKXd2xcR46XPT7QaTenKbpKM1MuF7VzQu,0.0,online,-,99%,347842245699,80878709,1281544681,1362423390,2319948425,4087614651,203738838296,222741908724,35948589342,297468603254,47367048648,347842245699,0
119nec4pLirBXTaDEZtrdN9TcX42gVKUBCczMixh9dnTV89ZnWu,early-ebony-huskie,13KKpq6LHbUvMqe59zMEuXrtMZu9HpV6cWoBKNq3yEajyk4pUAv,0.0,online,-,99%,821780346,4020653,63885062,67905715,67905715,227852189,77548562,443969127,255142420,821780346,0,821780346,0
112oMyLA3GBQnKP2TtYzUeNDVr2x8crmPAgJKJ6Zbn1L1f2yNJLx,early-syrup-salmon,14ZvqzyLuqRkZPEzhzT8tQ8Qgk91ErdhFt8eYA4vDmv4oZbgf3u,0.0,online,-,99%,193641015772,28044016,801422101,829466117,2393926219,5214306524,9930713536,23991267011,16035852647,80037370597,112803298005,193641015772,0
113kikQQwNh5DFm7X4iryppQ1pnw341V7B51aUto78i94cZ5bQH,early-turquoise-donkey,14F58GHtFg9U4QTHudEj6Cdi9Fs1apGYEzaZqfoiu5oDgdEG4rr,0.0,online,-,99%,37349204703,184632801,1305726964,1490359765,2451115217,7575870103,5275390130,33236260835,3093565206,37349204703,0,37349204703,0
11fN1FSnMXLFuHw4JuHGGKnzBPXt7tQ2mGyWS1QpZM4dSspceLa,early-yellow-bobcat,14F58GHtFg9U4QTHudEj6Cdi9Fs1apGYEzaZqfoiu5oDgdEG4rr,0.0,online,-,99%,631664002,6168830,44142378,50311208,76911432,138221973,118230913,571045291,48396723,631664002,0,631664002,0
11sbhXTGYsvrRabxWo6LbhdRtU4TvSEZQeVHTynxvFJdmAEGFUb,electric-aegean-starfish,13JJAmn87e74xR24w6mWKZteHwPaBd1agV6hqJJq22bFFMKVzDe,0.0,online,-,98%,0,0,0,0,0,0,0,0,0,0,0,0,0
112Q7AkTooAG5ohxRtYsKgDTYWdjKCHqBuZDYb76tKAoN99FytPi,electric-mauve-leopard,14mjcTiEcvdjG7NebeeSAwGC18HjNSng7xB132KYYsLNxxqoCQS,0.0,online,-,99%,139267429018,52496591,1079881010,1132377601,1140618255,4143266020,4492257648,21789167708,24711434635,70507255505,68203010704,139267429018,0
112DHBPNj5vWfojhRWuUbGnN3knEYENeTyHryV5NW3AsMzg5xpxw,electric-plastic-weasel,14jEpPhLxrBWp6EV6ji4uzm2MHbboSDsXou9xJ61onNqT1Ddevc,0.0,online,-,99%,12377006780,4346833,22457148,26803981,44739405,83873286,70497001,497373119,700838921,1931033720,7774839783,12377006780,0
11eNx3uR3NYj5k6vCzpYUjPXzScQk8vfxWSrxQkzc1iAWtRBvD9,electric-spruce-barbel,13GDS8h2C1G5mbeT7G1NufN1m9SyPHoBPvTNM6McR91nrrRLrd9,0.0,online,-,99%,960960750,6168830,24747502,21478591,37074304,121769831,78268981,464915495,476785564,960960750,0,960960750,0
11XR5KqRe6WY7J6GcCr5DRsbGsFeLsWA1qWYKBzBMwzBr3fba25,electric-spruce-lynx,147Uvneh8H7YdXoaJtjrvKo5WJYGaGcJ3FoTyNgjucTjoUrPMAZ,0.0,online,-,99%,36125599416,0,1566969101,1566969101,1566969101,3373953211,3212641073,16350915659,8238105991,32339683876,2101182328,36125599416,0
112aM7CfFNHEK5ZaxatMRpwsPatUHJTatCYL9mCNvaDj8TJGVV1m,elegant-aquamarine-wallaby,13utLUyWSYoV9iSbe3CqXC3sbky3wjBkVqsEHnJMwpdeTEaodcw,0.0,online,-,99%,37058718703,0,284627846,284627846,369363226,920297318,788833269,3667393230,516456563,4960731719,29916135251,37058718703,0
11AaJNKMoLshKzZutxKW6fjXAowQu2kpbdHrjJx6ZDhUwhsJNaB,elegant-banana-bobcat,14FK7Le8Pkwy1kan3ANFKuQ1esWcedk445apuKnx4QDrh2BUxCv,0.0,online,-,99%,457074596791,0,596394291,211060282,596394291,1272125831,365754674968,370374715930,18698218120,422747823981,33834322427,457074596791,0
112KjFTAHWkjWih2GVSLJXoXdyTd9JLgMG1eENiuvyCF4rLXr4bf,elegant-blood-sheep,13xFsGNpMGpcgvPQAnTFDaRgEFjfgMGRdzYuW8L8uqPDnTPRw5g,0.0,online,-,99%,30097297709,81104962,1056712909,1137817871,1137817871,3093168611,4684510200,22588158145,5047225195,29563676747,212167183,30097297709,0
11AbDcEQMg8wp9WgHyb9JhQE9VAE2u97ZKxzNF3gnMuF9vH4hHw,elegant-daffodil-iguana,131VkRsrWR1tKBYpu5LhCaYzrjaWzX7GK79CQMixzYV6kgLQ1J6,0.0,online,-,99%,557275702312,33519145,1033417841,1066936986,1066936986,2636990912,2862652434,10918779386,11191762867,52692912952,202850039895,557275702312,0
112eJc4jvccdDBSpjkTEYoi3FKNSch1ZFgoS1sEugpnJcDiN63Ee,elegant-laurel-cat,13ZXWXRSKoaoiR9LwsgKXd2xcR46XPT7QaTenKbpKM1MuF7VzQu,0.0,online,-,99%,546851282097,79256515,966922121,1046178636,1046178636,3153383878,4030694629,19281545380,34047310770,82739256234,128567160366,546851282097,0
1125cjQxDB8ZKpQp8Kopg281KV1HNwN4CMjznpHuKfLS7vzdMU9F,elegant-marmalade-goose,13NVHGUnKLSyAng38atyNLsxz8voCHmmvRkzmhjkXUzaENzgNr8,0.0,online,-,99%,1717170646,4004256,69401742,73405998,83798563,225697195,358594653,1383218927,333951719,1717170646,0,1717170646,0
11frKL95toqM9WU7vXhM8Ynp4eiTQJMvdN2fTn72fABybou9exw,elegant-sable-tarantula,131VkRsrWR1tKBYpu5LhCaYzrjaWzX7GK79CQMixzYV6kgLQ1J6,0.0,online,-,99%,142640237055,92862721,1179974617,1272837338,1272837338,4070801166,4499249134,26434166081,27695886813,83161505558,58396011430,142640237055,0
11dqJXaLN9tqHkbXRf3KH1vHzocnZvcYsCbupzcwXbYSzDANvzc,elegant-zinc-turtle,14TQz8NHnN9q3TieYi1kEq93tEyRYyojn2DBWnx8NvTEuKXjJPQ,0.0,online,-,99%,30344318287,165746875,814875170,980622045,11800219675,13281539958,3956762070,29083245161,813196707,30344318287,0,30344318287,0
11BbkhM7CSbNB52gb5QniXpz55SDcEtVUzWa8NvKRESFNcMHqwE,energetic-raspberry-narwhal,14jF6o775mdvRTiqeCfF8pgQ9imgEGiJYfb2wYCDUA3DD9a471f,0.0,online,-,99%,131630207146,75173968,1446249378,1521423346,2064510313,5168443117,4494007341,26073827013,2034774855,30312102221,101243608279,131630207146,0
11vtrr8F6bXQxEJZP4DKoEXCe5uHPzP51h34HSLjdo43Yssj4aA,energetic-tin-urchin,136JxkShYf251ovqLb2cNn3xNHuTh4iYVD4MyaxmuaVUrU13uSv,0.0,online,-,99%,7670968584,0,785441925,785441925,998901969,1226287447,886029218,5549281424,1638372360,7670968584,0,7670968584,0
112GQwUYLSGbtncRg1cWWB42hMJJGRzYkrJpigeFkrxMHLfjzJP1,exotic-fern-capybara,13GavAKF41H1fAq4X4BvBx7akzUPiLFapooqG4DcmS7ZpGwQMKH,0.0,online,-,99%,40082796662,159023501,792913746,951937247,1691928155,3222167079,2170791523,20158288080,19135154809,40082796662,0,40082796662,0
112RYtse69VcRz9iHZNZZaBRrujDTSiyMRroDSqaQ2L1xBX9JDUq,exotic-ruby-cheetah,13B1XMUchq7nEwuNi37eju3kKSpFvS8cnVRYRRWupCpJtQjqW93,0.0,online,-,99%,16438736980,6374627,146638391,153013018,263223999,777132827,969895753,6545436708,5360129016,16438736980,0,16438736980,0
112L6mtf7LRfYEjmVpFKB7VCBCkCRtSssPK4uBwCkXabnwRME1No,expert-citron-cobra,14rGqa7GDSNpRS3fEJZ2TPkbKtzxpNtPtY17pzhdeaGXWQS5z1R,0.0,online,-,99%,194253351996,972,30135982,20002925,35323344,166567955,204250216,674946675,3228814776,9267022433,103018819873,194253351996,0
11zEk47FCbSXHCTPRE8cX4aZJhVaKQZMHcdQCNcLMCRYpciBbwN,expert-cream-scorpion,13unZNYC2BuvWX7tdBpkbUTWhQUHhAzJaKPBT8yYXAxgdU5jkw2,0.0,online,-,99%,5780620867,20268716,205497667,225766383,1000186654,1476415476,1237115173,5604598564,159339629,5780620867,0,5780620867,0
11zhpQZQuwMeTNmtp3nrRc4bq9H9eUTnWrQvoLGmxrvexk49GbK,expert-peach-barracuda,13sJrLycPPDz1bt1ikLaJiwnjS9KkcafqZL9a1Cz7g44rc7XkJ7,0.0,online,-,99%,33888371041,99218892,2573930722,2673149614,2673149614,3810831258,4671357488,22362585382,0,22362585382,11525785659,33888371041,0
1129F7sY8rEL8b5vQEcyvEAyNQDk69R1qsLdTbmRXJAQJ9DyXfV3,expert-purple-lynx,14F58GHtFg9U4QTHudEj6Cdi9Fs1apGYEzaZqfoiu5oDgdEG4rr,0.0,online,-,99%,566136515363,20956263,380302455,401258718,1085055226,2603179540,553264573898,563671163377,2164630404,566136515363,0,566136515363,0
11RRU9GGTkB1rPtbwzT8U8FvezobRTyZ12Cyz7eskbTmfxwCFap,expert-umber-bull,13CVyPNr8HxZUZ8yDeu5UjbhJrH7tLXCzK8doNy28JzEtw8M6aS,0.0,online,-,99%,167580596819,194633621,1480375227,1675008848,3390956899,6185518925,6007685075,32236970839,34132195918,105065365626,62515231193,167580596819,0
112egYumt2PxbtDJTgPdcL2GTjRHWJDtjiVwDPTC5e78hAkSNKZZ,faint-boysenberry-goblin,13PAdhF62LpjuCKgmpjk11j9uwt5aSMuejV5MgeXLDUok9ce1G7,0.0,online,-,99%,90779897800,149689778,958739274,1108429052,1836856066,3025043926,3140651008,14576540980,28802700284,64366964564,25294715404,90779897800,0
11X7dr4f3oTcfKmCnZh9jTQWzmnHpvETD9RwKmQMZuo16DX6Jmk,faint-cloud-sidewinder,13NVHGUnKLSyAng38atyNLsxz8voCHmmvRkzmhjkXUzaENzgNr8,0.0,online,-,99%,30739767461,77171882,957552867,1034724749,2383038243,4853595219,3831883171,21592448326,8576368957,30739767461,0,30739767461,0
112KuAPEKoky9L9krpfX3UKTuFGP7aQZQwBySQZ8h8Bb1CrsHxaC,faint-gauze-jellyfish,13nRUcvqLfcq1s3Yy7J9mJfwBpZR5utkbZ5T9iWZXiHcpZ19fFd,0.0,online,-,99%,571090831175,15098647,575614980,590713627,2065382593,3634723610,565148258562,571090831175,0,571090831175,0,571090831175,0
112JSYRLYZvJoVGN4oAzBUFgKwsUhyiWLf46fHDwdTjM6Ci1n4ZX,faint-red-crane,14hEhuhTY153nZtwTnJtdTFkpjocqP6WeUaGwDE2wx1wtU9euyf,0.0,online,-,99%,598937317275,22769129,857539092,880308221,1040944983,3297156615,2937154756,16540241849,19531918851,72937236262,241505890311,598937317275,0
112iFhf2antFPbTvPxk9Yy8pzXSpS4QRa24PZVfNiYdNq1HdoYer,faint-ruby-lizard,14fX2DJge8gN7P2v7pcoBPemuQCaaQdT2gXEFv7PJg9LdjUWt9D,0.0,online,-,99%,13373539643,55721971,800584787,856306758,856306758,1558673077,1166564762,7488203939,4517853481,13373539643,0,13373539643,0
112LmMe121gQu5eF9d5ARsKg9oGRyPkuGMc7Y26jq42HWRGMfXkM,faithful-strawberry-reindeer,14QaeqAHf3NXjNaneo6ECf8oiGmRX1CvCUzGPfhkzEqVbShYLrx,0.0,online,-,99%,482159351611,0,278536253,278536253,278536253,740130117,365607059878,369052072466,5945836480,382995723191,40330810980,482159351611,0
1121APnTmYCqHHEsi4Q96Q7xXP8uFv1d8ShfVTXfccBwc7eJK4LN,fancy-ebony-butterfly,14F58GHtFg9U4QTHudEj6Cdi9Fs1apGYEzaZqfoiu5oDgdEG4rr,0.0,online,-,99%,13281107391,100400446,694858449,795258895,1054840179,3416541956,2162022112,11276837724,1607252541,13281107391,0,13281107391,0
11E5P84DNvQ5rnP4wgteVisXKkZF91Xte5vuNDjGHnHxGFhWGEB,fancy-gauze-puppy,14pzLwCR1BiAJ4spkAiAQeb7pz8EjzPQ1rhJDsg8Cnz2w5rZ66P,0.0,online,-,99%,16654930160,21267477,351591271,372858748,824951003,1730170862,1886519656,10559715612,4668354843,15958208737,689686408,16654930160,0
112LjpMUWdd46ioTK4HfrSWNjJPmMearmwmJEz7tSX1v1rBhy98o,fancy-ivory-dinosaur,14p4EEEpkp6U9xrnzTai3jEJ7NruhBabcwDZR9orsr8MDfRyB39,0.0,online,-,99%,43902616131,122415502,2041236161,2163651663,2163651663,4275750944,3103358235,29014637694,13611767192,43902616131,0,43902616131,0
112QWWMZAt6mhVr9degnYTQgohdRPFtXufsiLcFf439hvZa7prEr,fancy-menthol-bull,145vs9JgbVQV1gUpfyHcvQmBGwDS44hgSJzk1aj69KqSyfEeD67,0.0,online,-,99%,8345289018,0,15291316,15291316,54210741,111625311,184873850,1247573353,7786283,1262510471,7082778547,8345289018,0
112575AW86zsWz5bpwzLDDNYX5yyWPnea7cqypQnoZ7WnuyiMjYS,fantastic-blush-mantaray,14MFpibyCJeiyrSw2SuK5Mshn74XnTrFpAeSuL31ovRbTHQ6YyT,0.0,online,-,99%,0,0,0,0,0,0,0,0,0,0,0,0,0
11RtkkyceUFrD1QZNQigP2Rjx9bC3PFnj3buHueh4yQ2CcZj61m,fantastic-macaroon-crane,13NVHGUnKLSyAng38atyNLsxz8voCHmmvRkzmhjkXUzaENzgNr8,0.0,online,-,99%,49721396952,151918557,800773772,952692329,2201217265,3828108062,15620005079,38219296287,11091677828,49721396952,0,49721396952,0
112uzV9QASRJzo2HqQPCMqMnuR4DQGsfDYjKb4z1qatWBu99Hvkn,fantastic-smoke-mongoose,14NoTJ6Z4Z2MH9Lqr49ppxUXxF3UJFXELYvLYkbpUbEcRtBXyR4,0.0,online,-,99%,7212418819,0,20885201,20885201,33966864,89154298,4035260925,4377644222,2834774597,7212418819,0,7212418819,0
11GTL5RTcpS95zMpMc3vbBGbLhYbZ3GiNikboNsNxUz7bTU1ga3,fantastic-teal-koala,14F58GHtFg9U4QTHudEj6Cdi9Fs1apGYEzaZqfoiu5oDgdEG4rr,0.0,online,-,99%,2680671147,6548111,20662930,27211041,37503086,130995525,246022344,2680671147,0,2680671147,0,2680671147,0
11iuLq7DFA3mW9nWzaknQpSMGRByaGfFJP31kAYuzBV7ch2ATPN,fantastic-yellow-cougar,14tK5UktjQrGNM1aCXrRjsx4FqofRbVRxybiybEiCxWkoEJFA8L,0.0,online,-,99%,112946988734,0,1620561123,788713956,2484356063,5262422588,2193937548,12059912347,6319472535,19462567214,31073676061,112946988734,0
11qqvWtpLkrrE7KqieC3SXBHajJPGRRovVXSgtYUP3Ex9KjS695,fast-carbon-terrier,138LNsr5EV3EzHXRQKon2nHCsHWkzsTzuAVtF9WTuyjmaZFGPZw,0.0,online,-,99%,701734134465,0,417837843,417837843,909586405,1685347480,564270386073,571167255214,15876334381,608920965553,92202860669,701734134465,0
11g9KPgrdi9obTY9YhBUab3VcSKRLgPXhjN3TZ9HKj2rieU9hTM,fast-cloth-worm,14QBUjojKZQN4xEirxaT33PWS9tPLkWMhyPJbwq3VFNPvwJawEz,0.0,online,-,99%,16732035229,0,50598308,50598308,50598308,308232161,1054334390,3092400586,4321207340,10140157199,5624607752,16732035229,0
1121FxKWjHDqJLkv5Kn3JtKV7TUcUR3y1r3VmWC7W1gADooR3CNa,fast-merlot-wombat,134twcgpoXo58MhB3GfRMX9vgSmAnp48U1T7GDa4JoK6To2bZdw,0.0,online,-,99%,29025449176,39816904,560237534,600054438,600054438,1500483733,1091446284,5860990643,6926472118,22103331960,6554563293,29025449176,0
11aRGGqTNfeifCCc6PAQYwjjbeMtcJjYeHBJN41FFVWmMAjaWsg,fast-pink-penguin,14aRw5QQefHqDGFmEaicx6w4LNNdVS6r5ePeimtJxMJ5eVcbqn5,0.0,online,-,99%,92252749299,210052145,707138981,917191126,1697529983,5283939792,2355798227,19319872469,11465146351,32682528918,1530460483,92252749299,0
112EJHbXybVGypdkG7DaMkayAdAQ5D9Un6PrTc5uJKR3GrLthVeX,fast-rosewood-manatee,14pgFeWm4n4WqpxLdzqR3J1nKyarp4vfZWRU6GMjEpd3NefHvzQ,0.0,online,-,99%,6913893914,0,17179225,17179225,30422586,103367550,123172576,509984722,615812726,1843785552,2352899039,6913893914,0
1127FxUpmHyV4WUdH5mQZ4T9bRp19QLikwrFsdnMMqQsxc1E9pRg,fast-tartan-cricket,14Cg7hpkGDoSW3DPGJFqoJ7vAoWwtfrH5Hr7cGvuNPgryiFZbAc,0.0,online,-,99%,12077935290,96893163,932937654,1029830817,1346620071,4049146619,3108111683,12077935290,0,12077935290,0,12077935290,0
11LtfEFmHSiLpySmVW6E1MiBJUjwSLcosHUFpebyt4pFTkEe3Dq,feisty-ceramic-squirrel,12zoxB1nYsWj1bf2V4vyNu1ayAqXvkL41BGCHz4dHDvTt1sfHQA,0.0,online,-,99%,34463750584,0,42151667,42151667,47236081,127423248,84695650,3790945123,12474721783,23858782419,10581745312,34463750584,0
11Z64FF1oucd14bCE1nBGB1aVZ6kZ52Yjzad3r9KBbTMvY9xcV5,feisty-felt-okapi,13ooozP16CcgL8V3QtopsUC9wxSWiuHvxNoK9Hn5tAAMFKL2P7X,0.0,online,-,99%,17008093282,119303960,549984397,520266135,1677811860,2632267112,1548159532,6232712215,8746964534,17008093282,0,17008093282,0
112SuRdpZqdfaaxdfWzi6jDUcqpAryu8SXMqLqorQ6vSkVaXpvDs,feisty-satin-dog,146xp6pM9V5DtLCVCVVfFiCtW9wNQ3g6tuZnf58e2TFn93Cw5Nk,0.0,online,-,99%,131667380752,156752225,1439168507,1595920732,2403768740,5497901069,5879103745,29300146688,21057575996,77715434418,47613582888,131667380752,0
11PFBBfjWQRzaw2iCe7i4MdYVcuA6NuenX1X5NhwYVVX2bCtvh5,feisty-taupe-salamander,13xFsGNpMGpcgvPQAnTFDaRgEFjfgMGRdzYuW8L8uqPDnTPRw5g,0.0,online,-,99%,104930565594,0,196168874,196168874,760079605,1110459666,1589193667,6116927374,1866096365,11596408577,93311992833,104930565594,0
112NC72x8qwA2Q8NMMqv9G17kZza9tb8CW4Us3SbjcpRLwtyM38C,festive-cobalt-newt,13oGAHrUcYu5u3RxaozX7fY3GMSxAUTarryu7995FZ5ZVo9qrVe,0.0,online,-,99%,241957557013,0,2123861619,814414753,2142086204,6009427662,5444386823,25126891495,35769041614,98599862192,104080470898,241957557013,0
11wndhpPaiVQ7tJqsHMmZNidGcXw5gUWSk2DWea3V5K3STepNKr,festive-hazel-octopus,14KWmfQJkpi4Yb3VXq1sgWLr9QqT3bCMeycckM4Xg6WYWPtwvoC,0.0,online,-,99%,542579633,0,15819020,15819020,31040795,78005825,93883336,474713693,46857063,542579633,0,542579633,0
118kcNdPkigzbo5o55MBQG5HabjsQoL6L7EsWHgYBAw5NiqUQzh,festive-neon-cougar,14PqqXiUy2NNu218A6LC9j5UVQmcPgeTYSbvewTQQThAbRW98Nr,0.0,online,-,99%,53504096,0,53504096,53504096,53504096,53504096,0,53504096,0,53504096,0,53504096,0
11xqZJZ7CiL1XQ9joWQPQficeH9ChuhtzmSRifsQqyNbGM9WNk5,festive-orange-wallaby,13JJAmn87e74xR24w6mWKZteHwPaBd1agV6hqJJq22bFFMKVzDe,0.0,online,-,86%,0,0,0,0,0,0,0,0,0,0,0,0,0
11t4xjzYkqh1TiyexsD6HW9Mt7w8L2MHcW4fYpGfbj4Na4P6MHj,fierce-aegean-hippo,14F58GHtFg9U4QTHudEj6Cdi9Fs1apGYEzaZqfoiu5oDgdEG4rr,0.0,online,-,99%,4420188710,0,0,0,0,0,368119976,3234986020,944386630,4420188710,0,4420188710,0
